CASEID,jsr_02,jsr_07,jsr_08,jsr_09,jsr_10,wdr_02,wdr_06,wdr_07,wdr_09,wdr_10,sfc_01,sfc_07,sfc_08,tmg_01,tmg_03
10020,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10021,2,1,2,2,1,2,2,2,2,2,3,4,4,3,4
10022,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1
10023,1,1,1,1,1,2,1,1,2,2,1,5,4,3,3
10024,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10025,1,1,1,1,1,2,2,1,2,2,3,5,4,3,2
10026,2,1,2,1,1,1,3,4,2,4,1,5,5,3,3
10027,6,6,6,2,2,6,6,96,6,6,6,96,96,4,1
10028,2,2,2,2,2,2,2,2,3,2,2,4,4,3,4
10029,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10030,3,4,1,3,3,2,2,3,4,2,3,2,3,3,5
10031,2,2,3,3,1,1,1,1,1,3,3,5,4,5,2
10032,3,5,5,1,2,6,3,4,3,4,3,2,2,3,3
10033,6,6,6,3,1,6,6,96,6,6,6,96,96,5,1
10034,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10035,1,1,1,1,2,2,2,2,2,2,3,5,5,4,2
10036,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
10037,2,1,1,2,2,2,2,3,2,1,1,4,4,2,4
10038,2,1,1,2,2,2,2,1,4,2,3,4,3,3,2
10039,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10040,2,2,2,2,1,2,2,2,3,2,1,4,4,2,3
10041,6,6,6,1,2,6,6,96,6,6,6,96,96,2,2
10042,1,1,1,1,1,2,1,1,1,1,2,5,6,5,1
10043,2,2,2,1,1,1,1,1,2,2,2,5,5,1,2
10044,2,1,2,2,2,2,3,2,3,1,3,4,3,3,2
10045,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10046,6,6,6,6,6,6,6,96,6,6,6,96,96,4,3
10047,2,3,4,2,2,1,1,2,2,1,1,5,4,4,2
10048,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10049,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10050,2,1,1,2,2,2,1,6,1,1,1,5,5,3,1
10051,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10052,2,2,2,2,2,6,6,3,2,2,3,3,3,3,2
10053,2,3,5,3,1,2,3,5,3,4,4,5,4,4,1
10054,3,2,2,2,3,2,1,1,3,1,1,5,5,4,3
10055,1,1,1,2,1,3,2,3,1,1,4,3,5,4,2
10056,2,2,1,1,1,3,1,1,3,2,3,3,3,5,2
10057,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10058,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
10059,3,2,2,2,2,2,4,4,3,2,3,4,3,2,4
10060,4,4,3,3,1,3,3,4,3,5,2,3,3,3,2
10061,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10062,1,2,2,2,2,2,2,1,2,1,1,5,4,4,2
10063,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10064,1,1,2,1,1,2,2,1,1,1,2,5,3,2,3
10065,3,3,3,3,2,2,2,2,3,2,3,4,3,5,3
10066,3,1,4,2,2,2,2,3,4,4,1,2,4,4,2
10067,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10068,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10069,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10070,6,6,6,6,6,6,6,96,6,6,6,96,96,2,1
10071,2,1,1,1,1,1,2,2,2,2,1,4,5,3,4
10072,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10073,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10074,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10075,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
10076,2,4,2,2,1,3,2,3,3,2,3,5,3,2,2
10077,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10078,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10079,1,1,3,1,1,3,2,3,2,2,3,4,4,3,1
10080,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10081,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10082,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10083,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10084,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10085,1,1,1,1,1,1,1,4,2,2,1,3,3,4,1
10086,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10087,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10088,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10089,1,1,2,2,1,2,2,1,2,2,2,4,5,3,2
10090,2,2,2,2,2,2,3,3,3,2,4,4,3,3,3
10091,6,6,6,6,6,6,6,96,6,6,6,96,96,3,4
10092,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10093,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10094,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10095,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10096,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
10097,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10098,6,6,6,1,1,6,6,96,6,6,6,96,96,3,1
10099,4,3,5,3,3,3,3,2,2,5,2,4,4,4,2
10100,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10101,1,1,1,2,2,1,2,2,2,2,1,5,4,3,2
10102,1,1,2,2,2,3,1,1,3,2,1,4,4,2,3
10103,2,2,4,3,3,3,4,4,4,5,1,1,5,2,4
10104,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10105,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10106,3,3,3,3,3,1,1,1,2,2,3,5,4,2,4
10107,6,6,6,6,6,6,6,96,6,6,6,96,96,2,4
10108,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10109,2,1,3,2,2,2,2,1,4,2,3,4,4,3,2
10110,4,4,5,4,5,4,3,3,4,5,3,3,3,4,2
10111,2,3,4,1,1,2,1,4,5,3,1,2,3,3,5
10112,2,5,5,2,2,2,3,2,5,2,2,4,4,3,2
10113,1,1,1,2,1,2,1,1,2,1,1,5,3,3,2
10114,2,2,2,2,2,2,2,2,2,2,3,3,3,4,2
10115,2,2,2,1,1,1,1,6,2,2,4,3,3,5,1
10116,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10117,5,5,5,3,3,3,3,4,4,5,4,3,5,2,5
10118,4,5,5,4,3,3,2,2,3,2,2,4,3,2,2
10119,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10120,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10121,1,2,2,2,2,3,2,2,2,3,4,3,3,5,2
10122,3,3,3,3,3,2,2,3,2,2,2,5,5,3,3
10123,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10124,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10125,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10126,2,2,2,2,2,2,2,2,3,2,2,6,5,3,2
10127,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10128,1,2,2,1,1,1,1,1,1,1,2,5,5,5,1
10129,6,6,6,1,1,6,6,96,6,6,6,96,96,3,1
10130,1,2,2,2,2,1,1,1,1,2,2,5,5,5,1
10131,2,2,2,2,1,1,1,1,3,3,1,4,5,4,1
10132,1,1,1,1,2,2,1,1,2,3,1,5,5,2,1
10133,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
10134,2,2,2,4,2,6,2,2,2,2,4,5,5,4,2
10135,2,2,2,3,1,1,1,3,2,2,3,4,5,3,2
10136,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10137,1,2,2,2,2,2,1,2,2,2,2,5,5,4,2
10138,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
10139,2,3,3,3,3,6,3,2,4,2,4,4,4,3,3
10140,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10141,1,1,1,2,1,3,3,2,1,2,1,4,4,3,2
10142,2,2,2,2,2,2,3,3,2,3,2,5,5,4,2
10143,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10144,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10145,1,1,1,1,1,2,2,2,4,2,2,3,3,3,3
10146,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10147,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10148,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10149,1,2,2,2,2,2,2,2,2,2,7,4,4,3,2
10150,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10151,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10152,6,6,6,6,6,6,6,96,6,6,6,96,96,3,4
10153,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
10154,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10155,4,3,2,3,3,1,1,2,2,2,3,5,5,2,5
10156,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10157,6,6,6,6,6,6,6,96,6,6,6,96,96,4,3
10158,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
10159,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10160,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10161,1,1,2,2,2,1,1,2,1,2,1,5,5,4,2
10162,1,2,1,2,2,1,2,1,1,1,1,5,5,3,2
10163,1,1,2,3,3,1,1,1,2,1,3,4,4,4,1
10164,1,1,1,1,1,6,1,1,1,1,1,3,4,1,1
10165,5,3,5,4,3,3,3,4,5,3,2,2,4,3,3
10166,3,2,2,3,1,1,4,1,3,2,1,4,4,2,2
10167,4,4,2,4,3,1,1,2,2,3,1,4,4,2,3
10168,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10169,2,1,2,1,1,2,2,6,2,1,1,3,4,4,2
10170,1,2,2,2,1,1,1,6,2,2,1,5,5,5,1
10171,2,4,4,3,2,2,2,4,4,3,2,4,4,3,2
10172,1,2,4,2,3,1,2,1,5,2,2,5,4,2,4
10173,6,6,6,1,1,6,6,96,6,6,6,96,96,2,2
10174,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10175,2,2,1,2,1,2,2,2,2,2,2,4,3,4,2
10176,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10177,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10178,2,1,1,2,2,2,1,1,2,2,4,5,4,3,2
10179,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10180,1,1,1,1,1,1,1,2,2,1,3,4,4,5,1
10181,1,1,1,1,1,1,1,1,1,1,2,5,5,5,1
10182,2,2,2,2,2,2,2,3,2,3,1,3,5,3,3
10183,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10184,2,2,2,3,2,6,6,1,3,3,4,5,6,3,3
10185,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10186,6,6,6,1,1,6,6,96,6,6,6,96,96,2,2
10187,6,6,6,6,6,6,6,96,6,6,6,96,96,2,4
10188,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10189,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10190,1,1,2,2,1,6,6,3,2,2,1,5,6,3,3
10191,1,2,2,2,2,2,2,2,1,1,1,4,4,3,1
10192,4,3,2,3,3,3,3,2,3,2,2,4,4,1,5
10193,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10194,2,3,1,1,1,1,1,1,1,1,1,5,5,4,3
10195,1,2,2,1,1,1,1,1,2,2,1,5,5,3,2
10196,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10197,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10198,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10199,1,1,1,1,1,2,3,6,2,1,1,6,4,3,3
10200,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10201,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10202,2,2,2,2,2,1,2,1,1,2,2,5,4,2,4
10203,1,2,2,2,2,1,1,1,2,2,1,5,5,3,2
10204,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10205,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10206,2,1,1,2,1,1,1,1,1,2,1,5,4,2,3
10207,1,1,2,2,1,1,1,1,4,2,2,5,4,5,1
10208,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10209,2,2,2,2,2,2,2,2,4,2,1,4,4,4,2
10210,2,1,2,3,1,2,2,4,2,4,3,1,5,5,1
10211,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10212,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10213,2,2,2,2,1,3,1,3,2,2,1,5,5,5,2
10214,1,1,1,1,1,2,2,2,2,1,2,4,4,3,2
10215,6,6,6,2,1,6,6,96,6,6,6,96,96,4,2
10216,6,6,6,1,1,6,6,96,6,6,6,96,96,4,1
10217,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10218,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10219,6,6,6,3,3,6,6,96,6,6,6,96,96,4,3
10220,2,2,2,1,1,2,3,2,2,3,2,4,4,3,3
10221,1,1,2,2,1,2,2,2,2,2,1,4,5,4,2
10222,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10223,2,2,2,3,1,1,1,1,2,2,2,5,4,2,4
10224,1,2,2,1,1,1,1,1,1,1,1,5,5,3,2
10225,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10226,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10227,2,2,2,2,2,2,1,4,2,2,3,4,4,4,2
10228,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10229,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10230,3,2,5,1,1,2,2,4,4,2,1,2,2,3,4
10231,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
10232,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10233,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1
10234,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10235,1,2,2,2,2,6,1,1,2,2,1,5,5,5,2
10236,2,2,1,1,1,1,2,1,1,2,4,5,5,3,2
10237,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10238,1,2,2,1,1,2,2,2,2,2,1,5,3,2,2
10239,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10240,3,4,3,2,1,2,3,4,2,4,3,5,3,3,4
10241,6,6,6,6,6,6,6,96,6,6,6,96,96,1,2
10242,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
10243,2,2,1,1,1,1,2,1,1,1,3,5,5,1,2
10244,6,6,6,1,1,6,6,96,6,6,6,96,96,4,4
10245,3,4,5,3,3,3,3,4,4,3,2,5,5,4,3
10246,1,1,2,2,1,2,2,1,2,2,1,4,3,4,2
10247,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10248,2,2,2,1,1,2,2,1,2,2,3,5,3,4,2
10249,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10250,1,1,2,2,1,1,1,1,1,1,1,3,4,3,2
10251,1,2,2,2,2,2,1,1,2,1,2,5,3,4,2
10252,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10253,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10254,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
10255,1,1,1,1,2,2,2,6,4,1,2,6,3,2,3
10256,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
10257,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10258,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10259,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10260,2,3,3,1,1,3,2,2,1,2,1,5,5,2,2
10261,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10262,2,2,2,2,2,2,2,3,2,4,2,2,3,2,4
10263,6,6,6,2,1,6,6,96,6,6,6,96,96,2,3
10264,2,1,1,1,1,1,3,3,4,5,2,5,5,3,2
10265,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10266,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10267,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10268,6,6,6,4,3,6,6,96,6,6,6,96,96,3,3
10269,2,3,3,4,1,1,1,1,1,1,3,5,5,4,2
10270,1,1,1,1,1,2,1,1,3,2,2,5,5,4,1
10271,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10272,2,1,1,1,1,1,3,3,2,2,2,5,5,2,2
10273,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10274,1,2,2,2,2,2,2,2,2,2,2,4,4,3,2
10275,2,2,2,2,2,1,1,1,2,3,1,5,5,4,1
10276,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10277,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10278,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10279,4,3,4,2,2,3,3,3,4,3,2,3,3,4,3
10280,4,5,4,5,5,2,2,1,2,2,3,4,4,2,4
10281,1,1,1,2,2,3,2,2,2,1,1,4,5,2,2
10282,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10283,1,2,3,3,4,6,3,2,2,2,2,5,5,5,1
10284,6,6,6,2,1,6,6,96,6,6,6,96,96,3,2
10285,1,1,1,1,1,1,1,1,2,2,1,5,5,5,1
10286,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10287,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10288,2,2,2,2,2,3,3,3,2,4,2,5,4,4,2
10289,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10290,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10291,2,1,2,2,1,2,2,2,1,2,1,3,4,5,2
10292,2,2,3,3,2,2,2,3,3,2,2,2,3,2,3
10293,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10294,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10295,2,2,2,2,1,2,3,4,4,2,3,5,5,4,3
10296,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10297,1,2,2,2,2,6,3,6,2,5,3,5,5,5,2
10298,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10299,1,1,1,1,1,1,5,97,2,2,4,5,5,5,2
10300,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10301,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10302,6,6,6,6,6,6,6,96,6,6,6,96,96,7,7
10303,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10304,4,5,5,4,4,6,2,4,3,5,3,4,3,5,4
10305,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10306,2,3,1,1,1,2,2,5,3,5,3,2,4,2,2
10307,1,2,4,1,1,6,2,6,4,4,1,6,4,1,3
10308,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10309,3,4,4,4,3,4,4,4,3,3,2,2,2,4,3
10310,2,1,2,1,1,6,2,2,2,2,1,3,4,4,2
10311,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10312,1,2,2,1,1,2,2,2,3,2,2,5,5,2,4
10313,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10314,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10315,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
10316,2,2,2,2,2,1,2,2,2,2,2,5,5,2,3
10317,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10318,2,2,2,2,2,2,2,2,2,2,3,5,5,5,2
10319,6,6,6,2,2,6,6,96,6,6,6,96,96,3,3
10320,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10321,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10322,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10323,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10324,2,2,2,2,2,2,2,2,5,2,2,3,3,2,3
10325,2,2,3,3,3,3,3,3,4,3,2,4,3,5,2
10326,1,1,2,5,1,1,1,1,1,1,1,5,5,5,1
10327,2,1,2,2,1,2,2,2,2,1,2,5,5,4,2
10328,6,6,6,1,2,6,6,96,6,6,6,96,96,3,2
10329,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10330,2,2,3,3,1,6,3,4,3,3,4,5,3,2,3
10331,2,2,2,2,1,3,2,6,4,2,3,6,3,4,1
10332,2,2,3,3,2,2,2,2,2,1,2,4,4,4,2
10333,2,2,2,2,2,2,2,3,2,2,2,3,5,3,2
10334,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10335,2,2,2,1,1,1,1,2,2,2,2,5,3,3,2
10336,2,2,2,2,2,2,2,1,2,1,4,5,4,4,2
10337,1,1,1,2,2,6,6,1,1,2,2,5,5,5,1
10338,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10339,2,1,2,2,1,2,1,2,2,1,3,5,5,4,2
10340,1,1,1,1,1,1,1,3,2,2,2,5,5,3,2
10341,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10342,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10343,4,5,5,4,3,2,2,2,4,4,2,4,3,2,2
10344,1,2,1,1,1,1,1,6,2,2,1,5,5,5,2
10345,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10346,2,2,1,2,2,1,1,2,3,2,1,5,5,7,1
10347,1,1,2,2,2,2,2,2,2,2,2,4,4,4,2
10348,1,2,1,2,1,2,2,5,4,2,4,5,3,3,4
10349,6,6,6,1,1,6,6,96,6,6,6,96,96,3,3
10350,1,2,2,2,1,1,1,1,2,2,3,5,5,2,3
10351,6,6,6,6,6,6,6,96,6,6,6,96,96,3,4
10352,2,2,2,2,1,2,2,2,3,1,2,4,4,4,2
10353,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10354,2,2,4,2,2,3,2,1,2,2,2,4,4,3,3
10355,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10356,2,2,2,2,2,1,2,2,3,2,1,5,5,4,2
10357,6,6,6,6,6,6,6,96,6,6,6,96,96,3,1
10358,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10359,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10360,2,2,2,2,1,1,1,1,2,3,1,5,5,3,2
10361,3,4,5,2,2,6,2,4,4,4,3,2,5,3,2
10362,1,1,2,2,1,2,1,1,2,1,4,5,5,3,2
10363,4,4,2,4,4,3,4,1,2,2,2,5,4,5,2
10364,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10365,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10366,2,1,1,2,2,2,1,1,1,1,2,5,5,5,1
10367,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10368,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
10369,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10370,1,2,1,1,1,1,2,1,1,1,3,5,4,5,1
10371,6,6,6,3,2,6,6,96,6,6,6,96,96,3,2
10372,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10373,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10374,2,1,1,1,1,1,2,2,2,2,1,5,5,3,2
10375,3,3,5,3,4,2,2,4,3,5,1,4,5,2,3
10376,6,6,6,3,4,6,6,96,6,6,6,96,96,5,2
10377,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10378,1,1,1,1,5,1,1,1,4,1,2,5,5,5,1
10379,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10380,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10381,2,2,2,2,2,2,3,3,3,3,2,4,3,2,3
10382,4,5,5,5,5,6,5,5,5,5,4,1,6,5,4
10383,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10384,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10385,2,2,1,1,1,3,3,4,2,2,2,5,4,3,3
10386,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10387,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10388,6,6,6,3,2,6,6,96,6,6,6,96,96,2,3
10389,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
10390,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10391,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10392,4,4,5,3,3,3,3,3,4,4,3,3,3,3,3
10393,2,3,2,3,3,2,2,3,2,4,3,4,4,4,2
10394,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10395,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10396,2,1,3,2,2,1,1,2,4,2,1,4,5,4,2
10397,1,1,1,2,2,6,2,3,4,1,1,3,4,4,2
10398,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10399,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
10400,1,1,2,1,1,3,1,1,2,1,2,5,4,3,2
10401,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
10402,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
10403,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10404,1,1,1,1,1,1,1,3,1,1,2,5,4,4,2
10405,2,2,4,3,3,2,1,3,3,3,1,3,4,2,4
10406,1,1,1,3,5,6,6,3,1,2,3,5,5,1,2
10407,2,2,2,1,2,2,3,3,4,2,3,5,5,1,4
10408,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10409,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10410,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10411,2,2,2,2,2,2,2,2,4,2,2,4,4,3,2
10412,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10413,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
10414,9,9,9,9,9,6,9,99,9,9,9,99,99,2,4
10415,1,1,1,2,2,2,2,3,1,1,1,5,4,2,4
10416,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10417,2,1,2,2,1,2,2,1,1,1,4,5,3,3,2
10418,2,2,2,3,3,1,1,5,2,2,1,5,5,3,1
10419,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10420,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10421,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10422,2,2,2,2,2,3,1,2,2,2,2,5,5,4,2
10423,1,2,1,1,1,2,1,2,2,2,1,5,5,5,1
10424,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10425,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10426,1,1,2,1,1,1,4,1,2,2,1,5,5,5,1
10427,2,1,3,2,2,2,2,3,3,1,2,3,3,2,3
10428,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10429,6,6,6,1,3,6,6,96,6,6,6,96,96,2,1
10430,4,3,3,3,2,6,3,2,2,5,3,4,2,3,4
10431,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10432,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10433,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10434,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10435,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10436,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10437,1,2,2,2,2,2,3,3,4,1,2,4,4,3,2
10438,3,1,4,3,3,2,2,3,3,1,4,5,4,4,3
10439,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10440,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
