CASEID,jsr_02,jsr_07,jsr_08,jsr_09,jsr_10,wdr_02,wdr_06,wdr_07,wdr_09,wdr_10,sfc_01,sfc_07,sfc_08,tmg_01,tmg_03
10441,2,3,3,3,2,2,2,6,2,2,4,4,5,3,2
10442,1,1,2,2,2,2,2,2,2,1,1,5,4,3,3
10443,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10444,2,2,2,2,3,1,3,2,2,1,4,5,5,2,4
10445,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10446,2,2,2,2,2,2,1,1,2,1,1,4,4,4,2
10447,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
10448,2,2,3,2,2,2,2,3,2,3,2,5,5,3,2
10449,3,2,3,3,3,2,2,2,3,2,1,5,3,3,2
10450,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10451,1,1,1,1,1,1,1,1,1,2,1,5,5,4,1
10452,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10453,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10454,3,1,3,3,1,6,6,1,2,4,1,5,6,3,3
10455,2,2,2,2,2,2,2,2,2,2,1,5,4,4,1
10456,2,2,2,2,1,2,3,2,2,2,2,4,4,5,3
10457,2,2,1,3,3,2,1,1,2,2,2,5,4,3,4
10458,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10459,1,1,1,2,1,1,1,3,3,1,1,5,5,3,3
10460,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10461,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10462,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10463,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10464,2,1,4,3,1,3,3,4,2,2,4,4,4,3,2
10465,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10466,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10467,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10468,2,3,3,2,2,2,2,3,2,2,2,5,4,4,3
10469,2,2,2,2,2,2,3,3,2,2,3,4,4,4,2
10470,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10471,4,2,4,3,3,2,1,2,3,2,1,4,4,3,4
10472,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10473,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
10474,3,3,2,3,2,2,3,3,3,2,2,3,4,5,2
10475,3,1,1,3,2,3,3,3,3,2,3,2,3,3,4
10476,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10477,2,1,4,2,1,3,2,3,4,4,1,4,3,4,2
10478,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10479,2,2,2,3,2,2,3,3,2,2,2,4,4,4,2
10480,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10481,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10482,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10483,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10484,3,2,2,2,2,3,4,3,3,2,2,3,3,3,3
10485,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10486,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10487,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10488,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10489,2,1,1,1,1,1,1,97,2,1,1,3,3,3,2
10490,2,2,4,3,3,3,2,3,2,2,2,4,4,4,2
10491,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
10492,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
10493,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10494,6,6,6,6,6,6,6,96,6,6,6,96,96,5,4
10495,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10496,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10497,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10498,2,2,1,1,1,1,1,1,1,1,2,5,5,2,2
10499,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10500,6,6,6,1,2,6,6,96,6,6,6,96,96,4,2
10501,6,6,6,6,6,6,6,96,6,6,6,96,96,3,4
10502,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10503,6,6,6,6,6,6,6,96,6,6,6,96,96,5,4
10504,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10505,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10506,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10507,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10508,2,1,2,2,2,2,1,1,3,1,1,5,4,3,3
10509,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10510,1,2,2,1,1,1,1,1,2,2,1,4,4,5,1
10511,1,1,2,2,2,2,2,2,5,4,1,3,3,3,2
10512,6,6,6,1,2,6,6,96,6,6,6,96,96,2,2
10513,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10514,2,1,2,2,1,1,1,3,2,2,1,5,5,4,2
10515,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10516,1,2,2,2,1,1,1,1,1,2,1,5,4,3,1
10517,2,2,2,2,1,1,1,1,2,2,1,5,5,5,2
10518,1,1,1,2,1,3,2,3,4,5,3,3,3,3,3
10519,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10520,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10521,2,1,2,2,2,2,2,2,2,2,3,5,5,2,3
10522,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10523,6,6,6,9,9,6,6,96,6,6,6,96,96,3,2
10524,2,2,3,3,2,2,2,3,3,2,3,4,4,3,3
10525,2,1,1,1,1,1,2,1,2,1,1,5,5,4,2
10526,1,1,1,1,2,1,1,1,1,1,1,5,5,4,1
10527,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10528,4,3,2,3,3,2,6,2,2,4,2,4,4,4,2
10529,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10530,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10531,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10532,1,1,2,2,1,1,1,1,1,1,1,5,5,4,1
10533,2,2,3,2,2,2,2,3,2,5,1,5,4,3,3
10534,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10535,2,1,2,2,2,3,2,3,3,2,1,4,4,4,2
10536,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10537,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3
10538,1,1,2,2,1,2,3,4,3,3,4,4,4,2,3
10539,2,1,3,3,7,1,1,1,1,3,4,5,5,3,3
10540,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10541,1,2,3,3,3,2,1,1,4,4,1,4,4,4,2
10542,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10543,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10544,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10545,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10546,2,2,2,4,1,1,3,1,3,2,1,4,5,4,2
10547,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10548,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10549,2,2,3,2,2,3,3,3,4,2,2,4,2,4,2
10550,2,2,4,3,3,1,2,2,2,2,1,3,5,2,2
10551,1,1,2,2,1,2,2,4,2,2,1,5,4,4,1
10552,6,6,6,2,1,6,6,96,6,6,6,96,96,3,2
10553,1,1,2,2,1,1,1,1,2,2,1,5,5,1,2
10554,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10555,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10556,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10557,1,2,2,1,1,1,1,1,2,2,1,5,5,1,2
10558,2,2,2,1,1,1,1,1,2,1,2,5,5,5,2
10559,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10560,1,1,1,2,2,2,2,2,4,4,1,4,3,3,2
10561,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10562,6,6,6,2,2,6,6,96,6,6,6,96,96,3,3
10563,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10564,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10565,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10566,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10567,1,1,1,1,1,1,1,1,3,1,2,5,3,4,4
10568,6,6,6,1,1,6,6,96,6,6,6,96,96,7,2
10569,2,1,2,2,2,1,1,2,2,1,2,5,5,3,2
10570,2,2,2,3,1,2,2,2,2,3,2,5,5,3,2
10571,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10572,1,2,2,2,1,1,2,2,2,2,2,5,5,5,2
10573,1,1,2,1,1,2,3,2,3,2,3,3,4,3,2
10574,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10575,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
10576,2,1,1,1,1,2,1,2,2,5,1,5,5,3,3
10577,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
10578,2,2,1,2,1,2,2,3,2,3,1,2,2,3,2
10579,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
10580,4,3,4,4,3,3,4,4,5,5,4,4,3,2,4
10581,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10582,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10583,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10584,1,2,2,1,2,2,2,2,3,2,2,4,4,3,2
10585,6,6,6,2,1,6,6,96,6,6,6,96,96,4,1
10586,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10587,2,2,2,3,1,1,3,3,2,2,1,5,5,3,2
10588,6,6,6,1,1,6,6,96,6,6,6,96,96,1,2
10589,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10590,2,2,2,2,1,2,2,2,2,2,2,5,4,4,2
10591,2,2,2,2,2,2,2,3,2,1,2,4,3,3,3
10592,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10593,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10594,6,6,6,6,6,6,6,96,6,6,6,96,96,3,1
10595,2,2,1,2,1,2,2,2,2,2,1,4,5,4,2
10596,2,3,3,2,2,6,3,4,2,3,3,3,4,3,2
10597,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10598,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10599,2,2,3,3,3,6,2,2,4,2,3,4,2,3,3
10600,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10601,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10602,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10603,1,2,2,1,1,1,2,1,1,2,2,5,5,3,2
10604,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10605,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10606,2,2,2,2,1,2,2,2,4,1,2,5,5,3,2
10607,6,6,6,1,1,6,6,96,6,6,6,96,96,1,2
10608,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10609,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10610,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
10611,6,6,6,1,1,6,6,96,6,6,6,96,96,5,2
10612,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10613,1,1,1,2,2,1,1,1,2,2,1,5,3,4,1
10614,1,2,1,1,1,2,2,1,1,1,2,5,5,3,1
10615,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10616,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10617,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
10618,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
10619,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10620,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
10621,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10622,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10623,3,3,5,3,3,1,2,3,1,3,3,5,5,2,3
10624,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10625,1,1,1,3,3,6,1,1,2,2,2,4,3,4,2
10626,6,6,6,2,2,6,6,96,6,6,6,96,96,4,4
10627,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10628,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10629,1,2,2,2,2,3,3,3,4,2,1,5,5,3,2
10630,1,2,2,2,2,2,1,2,2,2,2,4,4,3,3
10631,6,6,6,9,9,6,6,96,6,6,6,96,96,5,4
10632,6,6,6,1,2,6,6,96,6,6,6,96,96,4,1
10633,1,1,1,2,2,2,1,1,3,1,1,5,5,4,1
10634,1,1,1,2,1,2,2,1,2,1,2,5,4,4,3
10635,2,1,1,2,1,1,1,1,1,1,2,3,3,3,1
10636,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10637,4,4,4,5,2,1,6,1,1,2,4,5,5,5,2
10638,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
10639,1,1,1,1,1,2,2,3,3,1,1,4,4,5,1
10640,2,2,1,2,2,1,1,1,1,2,1,5,5,4,3
10641,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
10642,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10643,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
10644,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
10645,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10646,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10647,6,6,6,1,2,6,6,96,6,6,6,96,96,4,2
10648,1,1,1,1,1,1,1,1,1,1,2,3,2,4,2
10649,1,1,1,2,1,2,1,2,2,1,1,3,3,2,3
10650,1,1,1,1,1,1,1,2,2,2,1,4,4,3,1
10651,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
10652,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10653,6,6,6,1,1,6,6,96,6,6,6,96,96,4,2
10654,2,1,2,3,3,1,1,3,2,2,1,4,4,3,2
10655,2,1,1,1,2,2,3,2,2,2,4,5,3,2,4
10656,2,2,2,2,2,2,1,1,2,2,2,4,5,5,1
10657,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10658,6,6,6,6,6,6,6,96,6,6,6,96,96,3,1
10659,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10660,2,1,1,2,1,3,4,4,4,2,4,5,3,2,3
10661,2,3,2,3,1,1,2,2,3,3,4,5,5,4,1
10662,2,2,2,2,2,1,1,1,4,2,2,5,4,4,3
10663,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
10664,1,1,1,1,2,2,3,2,2,2,2,4,3,3,3
10665,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10666,1,1,1,1,1,1,1,1,1,1,4,5,5,3,2
10667,4,1,3,2,1,2,4,4,2,2,1,4,4,4,2
10668,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10669,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
10670,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10671,1,1,1,1,1,2,1,1,2,2,3,5,5,4,1
10672,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10673,1,1,2,1,1,2,2,1,2,2,1,5,5,2,3
10674,2,2,1,2,2,1,3,1,3,2,3,4,4,3,2
10675,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10676,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10677,1,1,1,1,1,2,1,6,2,1,1,6,3,3,2
10678,5,2,5,4,4,3,3,3,4,3,2,3,3,3,2
10679,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
10680,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10681,6,6,6,9,9,6,6,96,6,6,6,96,96,3,2
10682,2,2,1,2,1,1,2,1,3,2,4,5,4,4,2
10683,2,3,3,4,4,6,3,2,3,4,4,5,5,3,4
10684,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10685,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10686,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10687,1,1,1,2,2,2,2,2,1,1,2,3,4,3,2
10688,2,3,2,1,2,1,2,2,1,2,3,5,5,4,2
10689,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10690,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10691,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10692,2,1,2,3,2,2,2,2,3,2,3,4,4,3,3
10693,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10694,4,3,4,3,3,3,3,3,3,2,2,3,3,2,4
10695,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10696,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10697,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10698,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10699,1,2,2,1,1,1,1,1,1,5,1,5,5,5,1
10700,2,2,2,2,3,2,2,3,2,2,2,4,4,4,1
10701,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
10702,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10703,4,3,3,3,3,1,1,2,3,2,3,4,4,3,3
10704,2,2,3,1,1,3,3,3,3,5,3,1,1,3,3
10705,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10706,2,1,2,2,1,1,2,1,1,1,2,5,5,5,1
10707,2,2,2,3,2,2,3,3,4,2,3,5,4,4,2
10708,6,6,6,2,1,6,6,96,6,6,6,96,96,4,1
10709,2,2,2,2,2,3,3,2,4,3,3,4,3,3,4
10710,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
10711,2,3,1,2,1,6,2,2,1,3,2,4,4,3,2
10712,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10713,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10714,3,3,3,4,3,6,2,2,3,2,4,5,4,4,3
10715,2,2,2,3,2,2,2,2,2,2,2,5,5,3,1
10716,2,2,3,2,2,2,2,2,2,2,3,4,4,4,2
10717,6,6,6,1,1,6,6,96,6,6,6,96,96,4,1
10718,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10719,1,1,1,1,1,1,1,6,1,1,3,6,6,5,1
10720,2,2,2,3,1,1,1,1,2,2,2,5,5,3,2
10721,2,1,2,2,2,2,1,2,4,2,2,4,4,4,4
10722,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10723,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10724,1,1,1,1,1,1,1,1,1,1,2,5,5,5,1
10725,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
10726,1,1,1,1,1,2,1,1,2,2,2,4,5,4,2
10727,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10728,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10729,1,2,2,1,1,2,2,1,2,2,1,5,5,4,1
10730,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10731,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10732,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10733,1,1,1,1,1,1,1,1,2,2,1,5,5,4,1
10734,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10735,2,2,2,2,1,2,2,4,2,1,2,5,5,3,2
10736,6,6,6,2,2,6,6,96,6,6,6,96,96,4,3
10737,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10738,2,4,5,3,2,3,3,5,5,2,2,3,3,1,4
10739,2,3,3,3,2,3,3,4,4,4,3,5,4,2,2
10740,6,6,6,1,1,6,6,96,6,6,6,96,96,2,2
10741,1,1,2,2,1,2,2,1,1,1,1,5,4,4,2
10742,2,1,2,2,1,3,2,4,2,2,2,5,4,4,3
10743,2,1,1,2,2,2,2,2,1,1,2,4,4,2,2
10744,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10745,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10746,2,3,3,3,2,6,2,3,3,2,4,3,5,2,4
10747,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
10748,2,1,2,2,1,2,2,2,2,1,3,5,5,4,3
10749,2,4,3,2,2,6,1,2,1,2,3,5,5,3,4
10750,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10751,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10752,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10753,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10754,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10755,2,2,2,3,2,1,2,2,2,2,1,5,5,3,2
10756,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10757,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
10758,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10759,2,2,2,3,2,3,3,3,3,3,3,4,4,3,3
10760,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10761,2,2,2,2,1,6,6,3,4,2,2,3,5,2,2
10762,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10763,2,1,2,3,3,1,1,1,1,1,2,5,5,4,2
10764,2,3,4,2,2,2,2,4,2,2,3,4,5,4,2
10765,2,2,2,1,1,1,1,1,1,2,1,5,5,5,2
10766,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10767,2,4,1,1,1,6,6,1,1,2,2,5,5,3,1
10768,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10769,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10770,2,3,3,3,3,2,2,3,4,4,4,5,5,2,4
10771,2,1,1,1,1,1,1,1,1,1,2,5,5,1,1
10772,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10773,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10774,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10775,6,6,6,6,6,6,6,96,6,6,6,96,96,2,4
10776,2,4,2,4,1,1,1,1,2,4,4,4,5,2,4
10777,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10778,6,6,6,1,1,6,6,96,6,6,6,96,96,4,2
10779,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10780,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10781,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
10782,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10783,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
10784,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10785,3,1,3,3,3,3,2,2,4,3,3,3,3,4,5
10786,1,2,3,1,1,6,6,2,2,4,2,4,5,1,2
10787,2,4,2,2,3,2,1,1,1,1,3,5,5,2,5
10788,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10789,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10790,2,1,3,2,1,6,2,2,4,3,1,4,4,4,2
10791,2,5,5,2,2,2,4,2,2,2,2,3,4,4,4
10792,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10793,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
10794,2,2,2,2,2,2,2,2,3,3,1,3,3,2,2
10795,6,6,6,6,6,6,6,96,6,6,6,96,96,4,3
10796,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10797,1,2,2,2,2,2,2,2,2,2,1,5,5,3,2
10798,2,2,2,2,2,2,2,2,2,2,3,4,4,4,2
10799,2,1,3,2,2,1,3,3,4,2,1,5,3,2,4
10800,2,2,2,2,1,1,1,2,1,2,1,3,4,3,2
10801,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10802,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
10803,6,6,6,2,1,6,6,96,6,6,6,96,96,3,2
10804,2,1,1,2,2,2,2,6,2,1,3,6,4,3,2
10805,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10806,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10807,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10808,6,6,6,1,1,6,6,96,6,6,6,96,96,4,1
10809,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10810,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10811,6,6,6,2,1,6,6,96,6,6,6,96,96,5,2
10812,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10813,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10814,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10815,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10816,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10817,2,2,3,3,3,2,3,4,2,4,3,5,5,5,2
10818,2,1,1,2,1,1,2,2,2,1,1,5,5,1,4
10819,1,2,1,1,1,2,1,2,2,2,3,5,5,3,2
10820,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10821,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10822,1,2,2,2,1,2,3,2,2,2,2,4,4,3,2
10823,2,2,1,1,1,2,1,2,2,1,1,5,5,3,1
10824,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10825,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10826,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10827,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10828,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10829,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
10830,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10831,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10832,3,3,3,2,2,2,2,2,4,4,2,4,3,4,3
10833,2,3,2,2,2,6,2,2,2,2,2,5,2,5,2
10834,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10835,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10836,1,2,2,1,1,2,2,1,2,2,2,4,4,3,2
10837,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10838,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10839,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
10840,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10841,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10842,6,6,6,6,6,6,6,96,6,6,6,96,96,3,1
10843,1,2,2,2,1,1,1,1,2,2,1,4,4,4,2
10844,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10845,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10846,1,1,1,2,1,1,2,1,3,2,1,5,4,5,2
10847,6,6,6,1,1,6,6,96,6,6,6,96,96,4,2
10848,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
10849,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
10850,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10851,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10852,2,2,3,2,2,1,1,1,3,1,2,3,4,3,2
10853,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10854,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10855,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
10856,1,4,1,1,1,1,1,3,1,1,2,5,5,3,2
10857,1,1,1,1,5,1,3,1,2,2,2,5,4,4,1
10858,6,6,6,1,1,6,6,96,6,6,6,96,96,3,1
10859,1,2,2,2,1,6,2,3,2,2,1,4,4,7,7
10860,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
10861,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
